,,#ID,P1,P2,Result,,,
1速変連,,545,000iPai327EMU00yoGajv6Sdajv92m8dmCyAp00BD0T01AOyr004jLa1vzWwakirOza58fR74phqHB7kdRkI7kieoh9oU1RH9oPHuX9pcP7U9pcUuM9oUnTa7oU2FP7p41D27oUgmQt008kL6008m0p01ASjr01ATsj0ImgMajw7X3ajw5h7LgfltA,000wPynpqjz4nphvBXnp8IcEnoQ7isnoCU8HonYnCIo0IV1LjnU4QyjnkFXxt00moF3pMEDB3pzhFw,P1Win,,1,0
砲散弩,市長,546,000iPai327EMU00yoGajv6Sdajv92m8dmCyAp00BD0T01AOyr004jLa1vzWwakirOza58fR74phqHB7kdRkI7kieoh9oU1RH9oPHuX9pcP7U9pcUuM9oUnTa7oU2FP7p41D27oUgmQt008kL6008m0p01ASjr01ATsj0ImgMajw7X3ajw5h7LgfltA,0011Fft00MFAU00Yx9aourzx7jie8w7jieoTU01goDa1wQ4P9eXazmgmCaxhT018mGU00DhN9j94EFdjR876a1wdWsa1wbgwGn7x0mp01p0ejnPX4g60A2Dja1wI2la1wFlp9mGrff9mxETudmKS8Op00YsQr00MEap01fRKp01s0Fp01AQlamKAE1,P1Win,,1,0
3速上奥正面弾幕,なかやまにんに,547,000iPai327EMU00yoGajv6Sdajv92m8dmCyAp00BD0T01AOyr004jLa1vzWwakirOza58fR74phqHB7kdRkI7kieoh9oU1RH9oPHuX9pcP7U9pcUuM9oUnTa7oU2FP7p41D27oUgmQt008kL6008m0p01ASjr01ATsj0ImgMajw7X3ajw5h7LgfltA,000iiqt008Cfp00CqAp00wgrt00f4vt00f3manTK9kanoWCh9oU1k89oU5Cp9oYyEX9oYCGN9oYHgw908RNj908Xry90hRzt90hXdJj1iBenadIbxradI8Qwa1elTG4pV3NdE0qC2pal1jb8al1lR41nXNoR1o39UA,P1Win,,1,0
2枚壁回突,うなぎん,548,000iPai327EMU00yoGajv6Sdajv92m8dmCyAp00BD0T01AOyr004jLa1vzWwakirOza58fR74phqHB7kdRkI7kieoh9oU1RH9oPHuX9pcP7U9pcUuM9oUnTa7oU2FP7p41D27oUgmQt008kL6008m0p01ASjr01ATsj0ImgMajw7X3ajw5h7LgfltA,000wPTjoUvIyp00yHvGjv2BKake9yiajR9HPp00Jd1p00LBSanPC6ranPEMnp00Qrhp00T7wp00HPpp00nbFa11mWra15OnPj15Eqit00sx4inoNxki3k5U8hmOyzMSotSHXinbBnwr00lOfa9K3lyajRbAAhmOzEj,P2Win,,0,0
下中正面弾幕,ゆう,549,000iPai327EMU00yoGajv6Sdajv92m8dmCyAp00BD0T01AOyr004jLa1vzWwakirOza58fR74phqHB7kdRkI7kieoh9oU1RH9oPHuX9pcP7U9pcUuM9oUnTa7oU2FP7p41D27oUgmQt008kL6008m0p01ASjr01ATsj0ImgMajw7X3ajw5h7LgfltA,000vwpE2aFBXjocpBFj0mB0np00QKcp00SBRp00Usbp00WA6anPNaUp00ToQp00JJlp00A4bp00qo1anPKtYq00JLgO00BI8N0dAHB7nY4Bp7nY9HS7ng19Y7ng6gs7oQ1Ec7oPVxI9oLMUS9oLvbU9ntlDV9mK8wl9mKhV79mKs94p00gYer00cs8,P1Win,,1,0
下中核先,another,550,000iPai327EMU00yoGajv6Sdajv92m8dmCyAp00BD0T01AOyr004jLa1vzWwakirOza58fR74phqHB7kdRkI7kieoh9oU1RH9oPHuX9pcP7U9pcUuM9oUnTa7oU2FP7p41D27oUgmQt008kL6008m0p01ASjr01ATsj0ImgMajw7X3ajw5h7LgfltA,000L73t00DAAj00PqcjnPE2xaoQtk3aoQuF1aoQw11aoQxm3ioH8ACi6qMyD9moogH9nChVe9oQbAKN0dQyOO00DASp01b5Rp013y3p00Sl0p00GvCakrLhiakrIAlakAnpoakAq6lp010Tvp00aPLE0mPgE,P1Win,,1,0
三散乗り,,551,000iPai327EMU00yoGajv6Sdajv92m8dmCyAp00BD0T01AOyr004jLa1vzWwakirOza58fR74phqHB7kdRkI7kieoh9oU1RH9oPHuX9pcP7U9pcUuM9oUnTa7oU2FP7p41D27oUgmQt008kL6008m0p01ASjr01ATsj0ImgMajw7X3ajw5h7LgfltA,000tjDU01mB0a01otdU018Cda017x6j00uDNa055qnU00Gtla017gHa053xBa051EMp01jqvT01jCq800CMHdjvgyDdjvbbKg00IlygphEox9kvRWVU00LPpa00M6KajIr72a01qlXU01tiCdjvQ32a01jSKad1kYqa01vrFa01tyU801x42U00m2Ia04KM2zd4EYcr01kJTa00Kuop01m4Mp01lNW,P1Win,,1,0
複合型上前,B級グルメ,552,000iPai327EMU00yoGajv6Sdajv92m8dmCyAp00BD0T01AOyr004jLa1vzWwakirOza58fR74phqHB7kdRkI7kieoh9oU1RH9oPHuX9pcP7U9pcUuM9oUnTa7oU2FP7p41D27oUgmQt008kL6008m0p01ASjr01ATsj0ImgMajw7X3ajw5h7LgfltA,001jDGt00VNFj0Seg9a4HPJNp01izY9oQvFK9oHQAV9oVgV77ouBKkG017N3alG6Kpp01r9op01yX1alG9rlU00ABrU00xAvagfOtxIjv7Jp8jv7Jpp018kQT01hcOa6vOVDO017Nf8faJiTp00xkHp01g8Pa6vIdKa6vKTG7ouDTo7ouG3wdjv7Jp8nPsqXT01AOxa6w6Rna6w4bup01AP8r01yHaa6w4br,P2Win,,0,0
六速下前トンボ,ok21,553,000iPai327EMU00yoGajv6Sdajv92m8dmCyAp00BD0T01AOyr004jLa1vzWwakirOza58fR74phqHB7kdRkI7kieoh9oU1RH9oPHuX9pcP7U9pcUuM9oUnTa7oU2FP7p41D27oUgmQt008kL6008m0p01ASjr01ATsj0ImgMajw7X3ajw5h7LgfltA,001dMQGfsNe6ajvJUyp01m6qLnGY9fT015YmalOA9jaihpVQjohEHhp01demal2xejalOxsnalKaCfa1Khzap01ATCp01AT6p01ASzp01AS3a3gHhut01dNkamgt1zp01us3ajvMBvp01usxp00vfjr012vdt01dNkt01dNkt01dNkt0175uOoHSOiOp4Y2Ct01d09,P1Win,,1,0
下奥砲弾幕(+特化魔),,554,000iPai327EMU00yoGajv6Sdajv92m8dmCyAp00BD0T01AOyr004jLa1vzWwakirOza58fR74phqHB7kdRkI7kieoh9oU1RH9oPHuX9pcP7U9pcUuM9oUnTa7oU2FP7p41D27oUgmQt008kL6008m0p01ASjr01ATsj0ImgMajw7X3ajw5h7LgfltA,000pls6pUPqs6005Jjj0i1LDjp4ndlj09fHip00du5p00mCzp00zg6p00IoJp00QJpp00WEEp00VAJ9mspCv9lrI7K9lF1Yr9maS0G9leAMaq00MIf9nkqaO9lrYMxp00Rx1,P1Win,,1,0
上奥拡散空爆,1965918735,555,000iPai327EMU00yoGajv6Sdajv92m8dmCyAp00BD0T01AOyr004jLa1vzWwakirOza58fR74phqHB7kdRkI7kieoh9oU1RH9oPHuX9pcP7U9pcUuM9oUnTa7oU2FP7p41D27oUgmQt008kL6008m0p01ASjr01ATsj0ImgMajw7X3ajw5h7LgfltA,000u7Ap00bivj15E7Aa00E4ka00GKip00JsRamKxJ74puQzmp00NIPp00MDAamKBsiamKyLmT011C1a3gkD2a9K61ma9K3kr7ke5Li7kitra7k9EWh7ke3C97kiri27k9CN97ke1t27kip8U7k9AE27kdYjU7kinwx7k9z2E9kMWS79kN5VX9kNe139kNm4O9la3De9labGY9lajL79larOUa3ghW6,P2Win,,0,0
戦射核先　要塞名「ヴァイス」,神天馬騎士,556,000iPai327EMU00yoGajv6Sdajv92m8dmCyAp00BD0T01AOyr004jLa1vzWwakirOza58fR74phqHB7kdRkI7kieoh9oU1RH9oPHuX9pcP7U9pcUuM9oUnTa7oU2FP7p41D27oUgmQt008kL6008m0p01ASjr01ATsj0ImgMajw7X3ajw5h7LgfltA,000nsBp00UIap00T7xp00S3Hp01awhp019c3p017QOp01qFmp01pl8p01o0Tp00DkuN0dpGtNoYIX2OpUVlulgfFar7nfS6b7nfWVg7ocb7T7ocfWY7p8t9C7p8xYH7kify27kiko77kr6ss7krbix204EX6jmojWT4oyxgta00AD1a00DjWakdWLlake0si,P1Win,,1,0
回復突撃,,557,000iPai327EMU00yoGajv6Sdajv92m8dmCyAp00BD0T01AOyr004jLa1vzWwakirOza58fR74phqHB7kdRkI7kieoh9oU1RH9oPHuX9pcP7U9pcUuM9oUnTa7oU2FP7p41D27oUgmQt008kL6008m0p01ASjr01ATsj0ImgMajw7X3ajw5h7LgfltA,000eAIjpuq1njpHCJht00f8tt00eAJt00bTGt00dw6t00hOpt00cI1t00fFot00dMBs00qacs00qVYs00re6hnoxYs,P1Win,,1,0
下奥核タゲ,聖天馬騎士,558,000iPai327EMU00yoGajv6Sdajv92m8dmCyAp00BD0T01AOyr004jLa1vzWwakirOza58fR74phqHB7kdRkI7kieoh9oU1RH9oPHuX9pcP7U9pcUuM9oUnTa7oU2FP7p41D27oUgmQt008kL6008m0p01ASjr01ATsj0ImgMajw7X3ajw5h7LgfltA,000m7oX00kvWp00A6lj1rFU54phAHta00ACAa00Djwp00O4Tp00OAWp00P80p00PE3p00Qb6a00O5eE00ADyN0dD89g0qT3pajuRXGajuUED800vgG800xpPO00nclm00hOtw00gtww00oxkv3g5W7,P2Win,,0,0
下前導連,XX,559,000iPai327EMU00yoGajv6Sdajv92m8dmCyAp00BD0T01AOyr004jLa1vzWwakirOza58fR74phqHB7kdRkI7kieoh9oU1RH9oPHuX9pcP7U9pcUuM9oUnTa7oU2FP7p41D27oUgmQt008kL6008m0p01ASjr01ATsj0ImgMajw7X3ajw5h7LgfltA,001bU6ingwB19oQCt6r011Y1aggeyaagghf6p00Pp0jn8aMga16EJVq01ATHan8phNan8mARp01AC5p01s1pakAQHAakAOONakAMW3p01jpwp01axsr00YwRGgggW6g017SLg01azHg01dgDg01fWzg01iDv9oQHjb9oQM9g9oQQYl7oMkb67oMmAD7oMp1b7oMrqIa16C40r012Ha,P2Win,,0,0
結界要塞,バリア,560,000iPai327EMU00yoGajv6Sdajv92m8dmCyAp00BD0T01AOyr004jLa1vzWwakirOza58fR74phqHB7kdRkI7kieoh9oU1RH9oPHuX9pcP7U9pcUuM9oUnTa7oU2FP7p41D27oUgmQt008kL6008m0p01ASjr01ATsj0ImgMajw7X3ajw5h7LgfltA,000OiYok5AV1p00SOPogT1gEomGVCtojICEDp01zMBp005Geo1Bw2BoolHnsoeNMsYod1ysco0e6Mwod0S2vo04u9Jojmx0focyFmkt00Cd7F050UM,P1Win,,1,0
一速打ち上げ核正面,asf,561,000iPai327EMU00yoGajv6Sdajv92m8dmCyAp00BD0T01AOyr004jLa1vzWwakirOza58fR74phqHB7kdRkI7kieoh9oU1RH9oPHuX9pcP7U9pcUuM9oUnTa7oU2FP7p41D27oUgmQt008kL6008m0p01ASjr01ATsj0ImgMajw7X3ajw5h7LgfltA,001e4biocRQsp01wBGp01ASJp01sOwp01kKop01bC2a1fuzMa1BtC4aov1NeaouY7iajAeLuajWeBSaljTSwjmxUOzt01bny9nYL429mKQk09p4O5B9nUCrJ9mL7s57ngFsx7ngKj57pi1fm7pi3Vf7oho3l7ohkOa9p55dFr016J34nHvUqNoMewP,P1Win,,1,0
ステージ8攻略用,,562,000iPai327EMU00yoGajv6Sdajv92m8dmCyAp00BD0T01AOyr004jLa1vzWwakirOza58fR74phqHB7kdRkI7kieoh9oU1RH9oPHuX9pcP7U9pcUuM9oUnTa7oU2FP7p41D27oUgmQt008kL6008m0p01ASjr01ATsj0ImgMajw7X3ajw5h7LgfltA,000iCCp005Y2p00ezC2005H52007Qe2009IY200bBJ200e2h200gbq200i4b,P1Win,,1,0
下中防御特化要塞,名無し＋,563,000iPai327EMU00yoGajv6Sdajv92m8dmCyAp00BD0T01AOyr004jLa1vzWwakirOza58fR74phqHB7kdRkI7kieoh9oU1RH9oPHuX9pcP7U9pcUuM9oUnTa7oU2FP7p41D27oUgmQt008kL6008m0p01ASjr01ATsj0ImgMajw7X3ajw5h7LgfltA,000HSBjnc0Q3jp8Wqba00Uwja00STUa00Rixa00UeAa00SCda00R0RF00LTKikvQXLt00xGdt00xWCad0zPUad0x9YagfS2WEmjT8PEnxMwXEoLGsSE00xW4y00xW4v00Qdk80NnIb,P1Win,,1,0
上前複合乗り込み,素人,564,000iPai327EMU00yoGajv6Sdajv92m8dmCyAp00BD0T01AOyr004jLa1vzWwakirOza58fR74phqHB7kdRkI7kieoh9oU1RH9oPHuX9pcP7U9pcUuM9oUnTa7oU2FP7p41D27oUgmQt008kL6008m0p01ASjr01ATsj0ImgMajw7X3ajw5h7LgfltA,0016cwj1eYQfa0Jr6GU01nUJa0JtMCU018mGa0NBSYa0WnGVa2P9tNU00AyCa3xvtja3xsMnzd0SQMzd0X9YU00iPra3xbAYa3xehU41o0bqT01vIj9eOtBu9eOyYmzd0V0Qamtser60EBPMamtpxvr01j6ir01AT4djVijOdiQc4Ba4HRRra4HPbv,P1Win,,1,0
導乗り,,565,000iPai327EMU00yoGajv6Sdajv92m8dmCyAp00BD0T01AOyr004jLa1vzWwakirOza58fR74phqHB7kdRkI7kieoh9oU1RH9oPHuX9pcP7U9pcUuM9oUnTa7oU2FP7p41D27oUgmQt008kL6008m0p01ASjr01ATsj0ImgMajw7X3ajw5h7LgfltA,0017Sct015t5t015t5t015t6t015t7t015cHt015cHjpN0Qmp01AUgp01ATIp01ATap01ASCp01AS4p01ARxp01AR2p01qEKp01fU1p014CsU01ezR801fDTU00UfSa00Woug00WESgp4GhIgopYSNp01AA6p01Azwp01AyYa01cWXa01gbG4nLL08apr53J,P1Win,,1,0
拡散空爆ラビッツ,Has_,566,000iPai327EMU00yoGajv6Sdajv92m8dmCyAp00BD0T01AOyr004jLa1vzWwakirOza58fR74phqHB7kdRkI7kieoh9oU1RH9oPHuX9pcP7U9pcUuM9oUnTa7oU2FP7p41D27oUgmQt008kL6008m0p01ASjr01ATsj0ImgMajw7X3ajw5h7LgfltA,000lvw9liM2A9liQ4k9levkSp00vbFa3fLMm9lezmM9leDoGU01daU7kvsGD7kvteq7kr5ia7kr5OW7kmGSG7kmHqt7kijud7kik207kmJzC7kmK7p7kraF27krbcO1nt31n1nt7Q9OpUVfLj1ectoamKhz0amKkfV4oyqcep00Dfv9ejtYC9eSMY4gpN13ma3guzA,P1Win,,1,0
砲弾幕,,567,000iPai327EMU00yoGajv6Sdajv92m8dmCyAp00BD0T01AOyr004jLa1vzWwakirOza58fR74phqHB7kdRkI7kieoh9oU1RH9oPHuX9pcP7U9pcUuM9oUnTa7oU2FP7p41D27oUgmQt008kL6008m0p01ASjr01ATsj0ImgMajw7X3ajw5h7LgfltA,000e3V9nYbR19olwVy9oQl0v9mjRNp9p03zJ9mb2an9n7lx49mXsJS9ngkLG9mfvtv9n2T6G9mXFDL9o3A4F9lJBevjjzfkjjo3xUw400OC03jMV3l3ohbpPheEV4d,P1Win,,1,0
ビデビデ,,568,000iPai327EMU00yoGajv6Sdajv92m8dmCyAp00BD0T01AOyr004jLa1vzWwakirOza58fR74phqHB7kdRkI7kieoh9oU1RH9oPHuX9pcP7U9pcUuM9oUnTa7oU2FP7p41D27oUgmQt008kL6008m0p01ASjr01ATsj0ImgMajw7X3ajw5h7LgfltA,000f5U6phpnV60v93L6oq2AFjpV3NdjoyPOajpMeg4jol2ePp01cblp00xl1p015YMr011aPr00TrMp01jHRp00BDRp00WUx6004BK,P1Win,,1,0
上中砲弾幕,,569,000iPai327EMU00yoGajv6Sdajv92m8dmCyAp00BD0T01AOyr004jLa1vzWwakirOza58fR74phqHB7kdRkI7kieoh9oU1RH9oPHuX9pcP7U9pcUuM9oUnTa7oU2FP7p41D27oUgmQt008kL6008m0p01ASjr01ATsj0ImgMajw7X3ajw5h7LgfltA,000ONwt00Nc8ghydxJj0e5Yoh2fcwjt00NISu00O0i9ocICo9ohgXo9oDloy9pQSyB9ncf2u9pzmJW9pzyQv9pmeC39puRTU3p0nEy,P1Win,,1,0
下中撃弾幕,,570,000iPai327EMU00yoGajv6Sdajv92m8dmCyAp00BD0T01AOyr004jLa1vzWwakirOza58fR74phqHB7kdRkI7kieoh9oU1RH9oPHuX9pcP7U9pcUuM9oUnTa7oU2FP7p41D27oUgmQt008kL6008m0p01ASjr01ATsj0ImgMajw7X3ajw5h7LgfltA,000ORHjnU5TCj0vQUiwpVjrKwphEJLp012tLp01gK5p01e3Ap01b5GwpVD4wwpmnPAp01ADOp01ATEp01AT5p00SBKp00JJIMpVnb5m00DjXwpzqzAwpzul98mP5Pw8nYA212phBMu4lstli42BCfJp00w4Ep00w46p018aa,P1Win,,1,0
上下導,,571,000iPai327EMU00yoGajv6Sdajv92m8dmCyAp00BD0T01AOyr004jLa1vzWwakirOza58fR74phqHB7kdRkI7kieoh9oU1RH9oPHuX9pcP7U9pcUuM9oUnTa7oU2FP7p41D27oUgmQt008kL6008m0p01ASjr01ATsj0ImgMajw7X3ajw5h7LgfltA,000e3VjpQi5pjpV33Vg00bUmgpUTJ8onQbOx40nlY5p004zKonbhHi4jDpt0g04tA3dpi8LPgpUKePepQqVp,P1Win,,1,0
機弾幕,,572,000iPai327EMU00yoGajv6Sdajv92m8dmCyAp00BD0T01AOyr004jLa1vzWwakirOza58fR74phqHB7kdRkI7kieoh9oU1RH9oPHuX9pcP7U9pcUuM9oUnTa7oU2FP7p41D27oUgmQt008kL6008m0p01ASjr01ATsj0ImgMajw7X3ajw5h7LgfltA,000CM8m00S78mpqFkVmoq0rwmny8vdmmKDXnmlsmTnmkNH7O,P1Win,,1,0
上奥正面弩,,573,000iPai327EMU00yoGajv6Sdajv92m8dmCyAp00BD0T01AOyr004jLa1vzWwakirOza58fR74phqHB7kdRkI7kieoh9oU1RH9oPHuX9pcP7U9pcUuM9oUnTa7oU2FP7p41D27oUgmQt008kL6008m0p01ASjr01ATsj0ImgMajw7X3ajw5h7LgfltA,000dYp70hL7t70hMIP70hOlc70hPWy70098H700aK4700cmq700dXM700fA97pHylh7pHzWD7pHBz07pHDbm7pHEMI7ppVmv7ppWXR7ppYAe7pq1cA7pq2NW7p8jnJ7p8l067p8mBs7p8odO7p8pPb7oPGoX,P1Win,,1,0
機玉扇弾幕,,574,000iPai327EMU00yoGajv6Sdajv92m8dmCyAp00BD0T01AOyr004jLa1vzWwakirOza58fR74phqHB7kdRkI7kieoh9oU1RH9oPHuX9pcP7U9pcUuM9oUnTa7oU2FP7p41D27oUgmQt008kL6008m0p01ASjr01ATsj0ImgMajw7X3ajw5h7LgfltA,000sg5m1ixeDm15m9nmpUTG2mplFgh6pQwgf9pqd3y9pcTr69okXJc9nTHdq9o7TDAj7Nfm7,P1Win,,1,0
回復弾幕+ラビッツ,,575,000iPai327EMU00yoGajv6Sdajv92m8dmCyAp00BD0T01AOyr004jLa1vzWwakirOza58fR74phqHB7kdRkI7kieoh9oU1RH9oPHuX9pcP7U9pcUuM9oUnTa7oU2FP7p41D27oUgmQt008kL6008m0p01ASjr01ATsj0ImgMajw7X3ajw5h7LgfltA,000fCFU01vYt9eXt7v9fGybijn74gTjphhPVGgOGBop00f4HaiLG8SajuMhfanC4GCaopzzop00vJEp00u8Vap8zOr1lWw871lWzlO1lWBeAr00gs0ij4mDSa6zcQ6ioy0qEt004Sj4opxbct00ehGp00A27p00AygaoCMija6w6kAp00cpQ7nGd4y7nGhTDp01AST,P1Win,,1,0
6速進行チェーンソー,,576,000iPai327EMU00yoGajv6Sdajv92m8dmCyAp00BD0T01AOyr004jLa1vzWwakirOza58fR74phqHB7kdRkI7kieoh9oU1RH9oPHuX9pcP7U9pcUuM9oUnTa7oU2FP7p41D27oUgmQt008kL6008m0p01ASjr01ATsj0ImgMajw7X3ajw5h7LgfltA,001gIAT019HqajvG6M8n7XSHLpRgIgp01hMjajvNUhajvJSnajvM2wjnQecap01ij1p01rb0p01zeNp01yHCp01xU6p01wzJa1sxPzamLh4RamLeo1p00YLoG010iDg26XOx85MU9ua1sAwxajvWLbt019cog274cnajw0s7t019cot019cot019cot019cot019co,P2Win,,0,0
中中砲導要塞,おらんげ,577,000iPai327EMU00yoGajv6Sdajv92m8dmCyAp00BD0T01AOyr004jLa1vzWwakirOza58fR74phqHB7kdRkI7kieoh9oU1RH9oPHuX9pcP7U9pcUuM9oUnTa7oU2FP7p41D27oUgmQt008kL6008m0p01ASjr01ATsj0ImgMajw7X3ajw5h7LgfltA,000P6Rp01AOxp01y9sp01vtnp01qF0p01iCqjlG0TQjn8b2qakeol2aker1Xp012rJp00T7xam2pIpalFFcm7nYQYe7nYToL7nYVOj7nYYeQ9nyirL9nyyznzd0CNNg05AoIp01ARWajw80Ur01AT8p01t4G,P1Win,,1,0
八方槍,,578,000iPai327EMU00yoGajv6Sdajv92m8dmCyAp00BD0T01AOyr004jLa1vzWwakirOza58fR74phqHB7kdRkI7kieoh9oU1RH9oPHuX9pcP7U9pcUuM9oUnTa7oU2FP7p41D27oUgmQt008kL6008m0p01ASjr01ATsj0ImgMajw7X3ajw5h7LgfltA,000fB7j00p13jd07yz400qSOU004Qrg004zvgmJR37ggfkUHgd0719gjuAYpN159K9U00rpya00rWfa00pwHa00nnya00gES8juWd0800q4u8d0rqy8mKcsw8gfGG583fFQN89KbDf86uVnIa00qSOa00oJDv00q4uv0057i,P1Win,,1,0
近3核乗り込み,XX,579,000iPai327EMU00yoGajv6Sdajv92m8dmCyAp00BD0T01AOyr004jLa1vzWwakirOza58fR74phqHB7kdRkI7kieoh9oU1RH9oPHuX9pcP7U9pcUuM9oUnTa7oU2FP7p41D27oUgmQt008kL6008m0p01ASjr01ATsj0ImgMajw7X3ajw5h7LgfltA,000Oj1T00LBajntFdfN0ErnbN0RD09N0imqf4oUL1RajvjNHU00zx7a4GXP6p00NYVp011SEa4GV9ap00W53ajvqMtT01flfa6vLIva6vJ2za3gsYsp01dK0a3gvFop01bl5p01dJtr00ypPGgfLgnU004RRa2agyza2ajfvr01AUgalFijC7mowgr,P1Win,,1,0
弩連,,580,000iPai327EMU00yoGajv6Sdajv92m8dmCyAp00BD0T01AOyr004jLa1vzWwakirOza58fR74phqHB7kdRkI7kieoh9oU1RH9oPHuX9pcP7U9pcUuM9oUnTa7oU2FP7p41D27oUgmQt008kL6008m0p01ASjr01ATsj0ImgMajw7X3ajw5h7LgfltA,000GLv7kzYMq7kzXHQ7kzYfD7kA7337kAbll7kAcWH7kAgbq7kAfU27kAkK77kAovC7kArcy7kAu9S7kAuGF7kAxnB7kAu9S7kAgbq7kAez47kzYw27kzXb47kA6vg7kAjVV7kAkdk7kAofe7kAj8Kj6MPk6o4hdw3q01j67omxRM4j4hgUrEpEj0Uq01wloF0RB7z,P1Win,,1,0
導導導導導,,581,000iPai327EMU00yoGajv6Sdajv92m8dmCyAp00BD0T01AOyr004jLa1vzWwakirOza58fR74phqHB7kdRkI7kieoh9oU1RH9oPHuX9pcP7U9pcUuM9oUnTa7oU2FP7p41D27oUgmQt008kL6008m0p01ASjr01ATsj0ImgMajw7X3ajw5h7LgfltA,000Dfugd0uEhgeNDhlggGbDQgiHxvfgkNj75gmOEXtgopAmdg00tyBgdMWQ9gg6VGjghGR53gke49xgjv0H7gm2cLBM00h1PM00sQ9800fFR800mF6v00Ep4v00JLV,P1Win,,1,0
下奥回復砲弾幕,,582,000iPai327EMU00yoGajv6Sdajv92m8dmCyAp00BD0T01AOyr004jLa1vzWwakirOza58fR74phqHB7kdRkI7kieoh9oU1RH9oPHuX9pcP7U9pcUuM9oUnTa7oU2FP7p41D27oUgmQt008kL6008m0p01ASjr01ATsj0ImgMajw7X3ajw5h7LgfltA,000e33t00i66inovhfj0hY57jokY49p00Alip00BXSp00yYbp00pzpp00gaup006uh9mJWsY9mJX0K9mK6Bm9nbvJ59nP5kw9nkca89nPaHt9ogw4z9okRAk9lSeF39mBctb3pI0ia3pDAwuq00Ln2q00KxD,P2Win,,0,0
砲多導ラビッツ,,583,000iPai327EMU00yoGajv6Sdajv92m8dmCyAp00BD0T01AOyr004jLa1vzWwakirOza58fR74phqHB7kdRkI7kieoh9oU1RH9oPHuX9pcP7U9pcUuM9oUnTa7oU2FP7p41D27oUgmQt008kL6008m0p01ASjr01ATsj0ImgMajw7X3ajw5h7LgfltA,000tkxU01evSa2kfeNa4Dbo2T01qSqa6vUzQa1SyYvaoQwckU010h8a6vXgM8010NOjpDzqbp00H1mp00jn7p00x4Hp00HgSG00hJwU00TE7U00JYNa26It8ao8p0cLocLAuLoyOV4a3tgGPglOcsOgoczM2g00GdK9i8uF69h3pKP801daU801g8fa6vVo2LnGUzdp00gp6p00t1Ta2bmI1r01ABIO0qIMfr01ycP,P1Win,,1,0
上奥回復正面弾幕,,584,000iPai327EMU00yoGajv6Sdajv92m8dmCyAp00BD0T01AOyr004jLa1vzWwakirOza58fR74phqHB7kdRkI7kieoh9oU1RH9oPHuX9pcP7U9pcUuM9oUnTa7oU2FP7p41D27oUgmQt008kL6008m0p01ASjr01ATsj0ImgMajw7X3ajw5h7LgfltA,000dYpq00E32q00DMmq00E4tq00tRft00f5AijlVE5h1vzWI9ph8919oH0XS9oU9TU9ph47R9nBHUa9m6cNE9oy0Fr9pyU4lj1dXvJj15lPm7p8yYn7pz0YN7oLwrY7p4aeV7pcYgA7oUlK3,P1Win,,1,0
遠乗り特化魔,XX,585,000iPai327EMU00yoGajv6Sdajv92m8dmCyAp00BD0T01AOyr004jLa1vzWwakirOza58fR74phqHB7kdRkI7kieoh9oU1RH9oPHuX9pcP7U9pcUuM9oUnTa7oU2FP7p41D27oUgmQt008kL6008m0p01ASjr01ATsj0ImgMajw7X3ajw5h7LgfltA,000jWd60qyQrt0073mU00xEpa3fKKPa2aHbXa2aJRTp00gHuajuLe6ajuNU2j15o2tU004ktamKje2a2ahm9a2aeFdp00I6vgn7ixogn7GHfp00Kvop00FGzU00Vhta4lksBa4lhLFgn7oYPp00yW2p00iOqU01ehPa3gvpza3gsIDOpUViJ8cRkea8kRLp0,P1Win,,1,0
機砲弾幕,,586,000iPai327EMU00yoGajv6Sdajv92m8dmCyAp00BD0T01AOyr004jLa1vzWwakirOza58fR74phqHB7kdRkI7kieoh9oU1RH9oPHuX9pcP7U9pcUuM9oUnTa7oU2FP7p41D27oUgmQt008kL6008m0p01ASjr01ATsj0ImgMajw7X3ajw5h7LgfltA,000e3V9mOsFK9n2FDF9nfSld9nbtkn9nTwvo9nfS4O9o3l0h9noGP69nxvQLjp48H3jo3m4R9noGyH9nTwvom00hNG9nBTN29nxv3A1pcPbL1pq39G1plDpf,P1Win,,1,0
戦連核先,,587,000iPai327EMU00yoGajv6Sdajv92m8dmCyAp00BD0T01AOyr004jLa1vzWwakirOza58fR74phqHB7kdRkI7kieoh9oU1RH9oPHuX9pcP7U9pcUuM9oUnTa7oU2FP7p41D27oUgmQt008kL6008m0p01ASjr01ATsj0ImgMajw7X3ajw5h7LgfltA,000h187k9kBH7kdM357kiets7kmFTP7kr8ld7kvzLA7nt2z07oc61q7oU9sQ7nP1Bh7oy53H7ph8v87nP6Y97oyaqz7phdS0p00OkQp00PF4p00Rx4p00Tp2p00VNKp0101F800qXop00w4Oa15AqJa15D7F4ogPHXN094aKp012GPlcha6olgfvKFjjuP3639JOX6O00cs9,P1Win,,1,0
下奥射撃タゲ（導進行入り）,闇,588,000iPai327EMU00yoGajv6Sdajv92m8dmCyAp00BD0T01AOyr004jLa1vzWwakirOza58fR74phqHB7kdRkI7kieoh9oU1RH9oPHuX9pcP7U9pcUuM9oUnTa7oU2FP7p41D27oUgmQt008kL6008m0p01ASjr01ATsj0ImgMajw7X3ajw5h7LgfltA,000oNFj00xUUj00z1NX007Sdw006N6w008WfR008psO008WfU01AhQg01AhKg01yp0g01Ay9L00kMlL00pCqL00tEk801AOx8d1Bnq8017SL8d11c2w006N6w008Wf,P1Win,,1,0
